Gene	Non-unique_Gene_name	Annotation	No_isolates	No_sequences	Avg_sequences_per_isolate	Genome_Fragment	Order_within_Fragment	Accessory_Fragment	Accessory_Order_with_Fragment	QC	028_A3	033B	033E-replaced	033_A1	042B	042E	042_A1	054_V2	055_V1	067_A5	115_A2	161_A2	408_A1	442B	442E	442_A3	445_A2	447_A2	447_A3	489_A1	530B	530E	530_A2	552_A1	606_A3	cluster_id
group_975,group_974		coenzyme A transferase family protein,putative 3-oxoacid CoA-transferase beta subunit	8,24	8,24	1,1	1,1	269,271	39,39	3,7		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1222
group_998		hypothetical protein	24	24	1	1	771	1	558		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1223
col_2,col_3,col_1,group_39,group_38,group_35,group_34,group_37,group_36,group_31,group_30,group_33,group_32,group_17,group_16,group_15,group_14,group_11,group_10,group_52,group_51,group_50,group_19,group_18,group_3,group_2,group_1,group_6,group_5,group_4,group_9,group_8,group_28,fhaB_1,fhaB_2,group_29,fhaB_4,group_22,group_23,group_20,group_21,group_27,group_24,group_45,group_49,group_40,group_41,group_42,group_43,col,group_46,group_47	fhaB_1,fhaB_4,fhaB_5,fhaB_4,fhaB_1,fhaB_4,fhaB_1,col_2,fhaB_2,fhaB_2,fhaB_1,col_1,col_1,col_3,col_1,fhaB_5,fhaB_1,col,fhaB_3,fhaB_1,fhaB_1,fhaB_4,col_1,fhaB_4	Colicin-E9,Colicin-E9,Colicin-E9,hypothetical protein,hypothetical protein,Filamentous hemagglutinin,hypothetical protein,Filamentous hemagglutinin,putative MafB-like protein,hypothetical protein,Filamentous hemagglutinin,hypothetical protein,Filamentous hemagglutinin,hemolysin,hemolysin,Filamentous hemagglutinin,hypothetical protein,pyocin,hypothetical protein,Colicin-E9,Filamentous hemagglutinin,Filamentous hemagglutinin,hemolysin,pre-toxin domain with VENN motif family protein,hypothetical protein,hemolysin,hemolysin,Colicin-E9,hemolysin,Colicin-E9,hemolysin,hypothetical protein,Colicin-E9,Filamentous hemagglutinin,Filamentous hemagglutinin,pre-toxin domain with VENN motif family protein,hemolysin,hemolysin,pre-toxin domain with VENN motif family protein,putative MafB-like protein,Colicin-E9,hemolysin,hemolysin,Filamentous hemagglutinin,Filamentous hemagglutinin,Filamentous hemagglutinin,Filamentous hemagglutinin,Colicin-E9,hemolysin,Filamentous hemagglutinin,Filamentous hemagglutinin,hypothetical protein	4,6,3,5,1,1,1,2,1,3,1,5,8,2,1,3,3,8,3,1,3,4,3,6,3,3,23,2,2,4,3,4,6,17,6,4,8,6,4,3,4,2,5,4,5,8,3,5,1,10,1,1	5,6,7,5,1,1,1,2,1,3,1,5,8,2,1,3,3,8,3,1,3,4,3,6,3,3,23,2,2,4,3,6,6,22,6,4,21,6,4,3,4,2,5,4,5,8,3,5,1,10,1,1	1.25,1,2.34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.3,1,1,2.63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	2842,2824,2863,2859,2822,2752,2818,2850,2810,2826,2845,2819,2885,2848,2754,2753,2756,2879,2780,2902,2855,2849,2814,2948,2903,2891,2889,2820,2872,2904,2782,2896,2908,2944,2937,2906,2832,2833,2816,2812,2817,2909,2834,2942,2854,2884,2856,2815,2844,2868,2905,2900	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1	21,153,173,60,53,128,35,54,159,98,10,72,45,64,164,101,117,42,123,71,51,52,163,99,28,46,30,152,75,74,125,25,82,88,57,79,175,103,92,161,165,172,95,77,50,44,177,91,86,66,78,76		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1224
leuC_2,group_1009,leuC	leuC_2	3-isopropylmalate dehydratase large subunit,3-isopropylmalate dehydratase large subunit,3-isopropylmalate dehydratase large subunit	14,1,23	14,1,23	1,1,1	1,1,1	346,345,450	113,113,113	2,1,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1225
group_1024,group_1023		cupin 4 family protein,cupin 4 family protein	3,23	3,23	1,1	1,1	36,3365	268,268	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1226
group_1056,group_1055		multidrug efflux pump ABC transporter ATPase subunit,multidrug efflux pump ABC transporter ATPase subunit	23,4	23,4	1,1	1,1	2339,2338	43,43	1,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1227
group_1078,group_1080,group_1079		tRNA (mo5U34)-methyltransferase,tRNA (mo5U34)-methyltransferase,tRNA (mo5U34)-methyltransferase	23,3,1	23,3,1	1,1,1	1,1,1	2123,2023,2122	86,86,86	2,4,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1228
group_1135,group_1134		polyamine ABC transporter ATPase subunit,polyamine ABC transporter ATPase subunit	3,23	3,23	1,1	1,1	1645,1589	259,259	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1229
group_1152		hypothetical protein	23	23	1	1	1813	365	1		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	cluster_1230
purB,group_1203	purB	adenylosuccinate lyase,adenylosuccinate lyase	23,3	23,3	1,1	1,1	1169,1115	49,49	8,7		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1231
moaD,moaC		putative molybdopterin synthase subunit MoaD,molybdenum cofactor biosynthesis protein C	23,17	23,17	1,1	1,1	245,232	114,114	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1232
group_1254,nudC	nudC	NADH pyrophosphatase,NADH pyrophosphatase	4,23	4,23	1,1	1,1	700,702	54,54	3,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1233
group_1258,rarD	rarD	rarD protein,rarD protein	3,23	3,23	1,1	1,1	712,714	229,229	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1234
group_1276,mfd	mfd	transcription-repair coupling factor,transcription-repair coupling factor	3,23	3,23	1,1	1,1	326,495	60,60	1,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1235
sbcD,sbcD_2		nuclease SbcCD subunit D,nuclease SbcCD subunit D	23,2	23,2	1,1	1,1	940,912	2,2	9,4		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1236
group_1350		NRDE family protein	23	23	1	1	957	281	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	cluster_1237
group_137,ggt_2,group_138,acyI,ggt_1	ggt_1,ggt_1	Gamma-glutamyltranspeptidase precursor,Gamma-glutamyltranspeptidase precursor,Gamma-glutamyltranspeptidase precursor,gamma-glutamyltranspeptidase family protein,Gamma-glutamyltranspeptidase precursor	2,20,15,22,23	2,20,15,22,23	1,1,1,1,1	1,1,1,1,1	1120,1159,1121,1162,1161	47,47,47,47,47	1,5,2,3,4	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits,Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1238
group_1389,aniA_2,aniA	aniA	nitrite reductase AniA/Msp78,nitrite reductase AniA/Msp78,nitrite reductase AniA/Msp78	3,1,23	3,1,23	1,1,1	1,1,1	2011,2010,2202	69,69,69	5,1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1239
group_1524,ftsK	ftsK	DNA translocase FtsK,DNA translocase FtsK	4,23	4,23	1,1	1,1	1678,1680	227,227	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1240
group_1537,group_1539,group_1538		isocitrate lyase,isocitrate lyase,isocitrate lyase	23,2,3	23,2,3	1,1,1	1,1,1	1734,1730,1055	23,23,23	11,1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1241
group_1545,pth	pth	peptidyl-tRNA hydrolase,peptidyl-tRNA hydrolase	3,23	3,23	1,1	1,1	1754,1756	53,53	7,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1242
group_1553,group_1552,group_1551		OmpA/MotB domain protein,OmpA/MotB domain protein,OmpA/MotB domain protein	2,2,23	2,2,23	1,1,1	1,1,1	1051,1768,1770	183,183,183	3,1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1243
nqrD,group_1591	nqrD	NADH:ubiquinone oxidoreductase Na( )-translocating subunit D,NADH:ubiquinone oxidoreductase Na( )-translocating subunit D	23,3	23,3	1,1	1,1	1916,1024	10,10	8,6		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1244
group_1601,group_1600		5'-nucleotidase family protein,5'-nucleotidase family protein	3,23	3,23	1,1	1,1	3229,3156	269,269	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1245
group_1645,htpG	htpG	chaperone protein HtpG,chaperone protein HtpG	3,23	3,23	1,1	1,1	1366,1362	68,68	6,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1246
group_1652,group_1653		putative 3-ketoacyl-CoA thiolase FadI,putative 3-ketoacyl-CoA thiolase FadI	23,5	23,5	1,1	1,1	1338,1337	42,42	3,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1247
group_1687,group_1686,group_1685		membrane protein,membrane protein,membrane protein	1,3,23	1,3,23	1,1,1	1,1,1	1128,1130,1135	21,21,21	1,10,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1248
moeA,group_1722	moeA	molybdopterin molybdochelatase,molybdopterin molybdochelatase	23,3	23,3	1,1	1,1	229,251	32,32	4,8		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1249
group_1791,gpsA,gpsA_2	gpsA	glycerol-3-phosphate dehydrogenase,glycerol-3-phosphate dehydrogenase,glycerol-3-phosphate dehydrogenase	3,23,1	3,23,1	1,1,1	1,1,1	3005,3004,2967	214,214,214	2,3,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1250
trpS,group_1796	trpS	tryptophanyl-tRNA synthetase,tryptophanyl-tRNA synthetase	23,3	23,3	1,1	1,1	2982,2980	132,132	7,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1251
group_1817,aceE	aceE	pyruvate dehydrogenase E1 component pyruvate dehydrogenase complex,pyruvate dehydrogenase E1 component pyruvate dehydrogenase complex	3,23	3,23	1,1	1,1	718,717	95,95	4,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1252
group_1822,group_1821		saccharopine dehydrogenase,saccharopine dehydrogenase	23,3	23,3	1,1	1,1	669,738	55,55	4,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1253
group_1827,group_1826		ABC transporter ATPase subunit,ABC transporter ATPase subunit	23,3	23,3	1,1	1,1	667,747	195,195	2,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1254
group_188,group_189,rssA_1,group_184,rssA_2,group_186,group_187	rssA_2	esterase,alpha-beta hydrolase family esterase domain protein,NTE family protein rssA,NTE family protein rssA,NTE family protein rssA,esterase,esterase	6,1,23,1,14,2,2	6,1,23,1,14,2,2	1,1,1,1,1,1,1	1,1,1,1,1,1,1	2246,1986,2248,1984,1989,1990,1988	85,85,85,85,85,85,85	7,3,9,2,8,1,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1255
group_1831,uvrB	uvrB	excinuclease ABC subunit B,excinuclease ABC subunit B	3,23	3,23	1,1	1,1	762,760	56,56	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1256
recB,recB_2		exodeoxyribonuclease V beta subunit,exodeoxyribonuclease V beta subunit	23,2	23,2	1,1	1,1	764,664	243,243	1,2		1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1257
dnaB,group_1857	dnaB	replicative DNA helicase,replicative DNA helicase	23,3	23,3	1,1	1,1	438,348	100,100	3,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1258
group_1878,group_1879		hypothetical protein,hypothetical protein	23,3	23,3	1,1	1,1	378,379	246,246	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1259
group_1943,group_1944		ABC transporter substrate binding protein,ABC transporter substrate binding protein	23,3	23,3	1,1	1,1	964,966	94,94	5,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1260
kdtA,group_1947	kdtA	3-deoxy-D-manno-octulosonic-acid transferase KdtA,3-deoxy-D-manno-octulosonic-acid transferase KdtA	23,3	23,3	1,1	1,1	975,901	182,182	1,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1261
group_198,group_197,group_196,group_195		amino acid/peptide transporter family protein,amino acid/peptide transporter family protein,amino acid/peptide transporter family protein,amino acid/peptide transporter family protein	2,6,3,23	2,6,3,23	1,1,1,1	1,1,1,1	1178,1179,1176,1177	28,28,28,28	5,6,7,11		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1262
group_1966,group_1967,group_1964,group_1965		methyltransferase small,methyltransferase small,methyltransferase small,methyltransferase small	1,3,23,3	1,3,23,3	1,1,1,1	1,1,1,1	2387,2389,2388,2390	71,71,71,71	6,8,2,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1263
ribE_2,ribE_1,ribE,group_1968	ribE_1	riboflavin synthase alpha subunit,riboflavin synthase alpha subunit,riboflavin synthase alpha subunit,riboflavin synthase alpha subunit	1,10,23,1	1,10,23,1	1,1,1,1	1,1,1,1	1953,2373,2372,2374	66,66,66,66	2,3,4,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1264
group_1996,group_1995		disulfide bond isomerase family protein,disulfide bond isomerase family protein	4,23	4,23	1,1	1,1	1970,2289	81,81	5,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1265
group_1999,group_1998,group_1997		hypothetical protein,hypothetical protein,hypothetical protein	23,2,2	23,2,2	1,1,1	1,1,1	2279,2278,2277	173,173,173	1,5,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1266
pheS,group_2015	pheS	phenylalanyl-tRNA synthetase alpha subunit,phenylalanyl-tRNA synthetase alpha subunit	23,3	23,3	1,1	1,1	2199,2012	184,184	1,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1267
mltB,group_2027	mltB	lytic murein transglycosylase,lytic murein transglycosylase	23,3	23,3	1,1	1,1	2126,2127	264,264	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1268
trxB,group_2033	trxB	thioredoxin reductase,thioredoxin reductase	23,3	23,3	1,1	1,1	2077,2079	96,96	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1269
group_2053,group_2054		putative type II restriction endonuclease DpnI,putative type II restriction endonuclease DpnI	23,1	23,1	1,1	1,1	1265,1090	6,6	4,3		0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1270
group_2075,tesB,tesB_2	tesB	Acyl-CoA thioesterase 2,Acyl-CoA thioesterase 2,Acyl-CoA thioesterase 2	3,23,2	3,23,2	1,1,1	1,1,1	2522,2519,2521	11,11,11	3,6,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1271
aroE,group_2090	aroE	shikimate 5-dehydrogenase,shikimate 5-dehydrogenase	23,3	23,3	1,1	1,1	2073,2074	228,228	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1272
group_2385		hemerythrin HHE cation binding domain protein	23	23	1	1	2400	45	6		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	cluster_1273
mboIA		modification methylase MboIA	23	23	1	1	1270	6	13		0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1274
group_2661		hypothetical protein	23	23	1	1	3337	97	2		1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1275
group_2685		hypothetical protein	23	23	1	1	1264	6	2		0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1276
mboIB		modification methylase MboIB	23	23	1	1	1263	6	1		0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1277
group_2721		hypothetical protein	23	23	1	1	1605	98	1	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1278
group_284,group_283,group_282,group_281,group_280		putative phosphoglycolate phosphatase,putative phosphoglycolate phosphatase,putative phosphoglycolate phosphatase,putative phosphoglycolate phosphatase,putative phosphoglycolate phosphatase	1,3,5,1,23	1,3,5,1,23	1,1,1,1,1	1,1,1,1,1	2540,2538,2543,2539,2542	65,65,65,65,65	1,2,5,6,7		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1279
group_359,cys1	cys1	CRISPR-associated Csy1 family protein,CRISPR-associated Csy1 family protein	4,23	4,23	1,1	1,1	1963,2320	15,15	15,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1280
group_482,gatA	gatA	aspartyl/glutamyl(asn/Gln)-tRNA amidotransferase subunit A,aspartyl/glutamyl(asn/Gln)-tRNA amidotransferase subunit A	4,23	4,23	1,1	1,1	1048,1774	210,210	1,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1281
group_508,group_506,group_507		L-lysine 2,3-aminomutase,L-lysine 2,3-aminomutase,L-lysine 2,3-aminomutase	1,23,3	1,23,3	1,1,1	1,1,1	1377,1543,1545	4,4,4	33,32,31		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1282
prfA_2,prfA_1,group_526,prfA	prfA_1	peptide chain release factor 1,peptide chain release factor 1,peptide chain release factor 1,peptide chain release factor 1	6,3,1,23	6,3,1,23	1,1,1,1	1,1,1,1	3067,3066,2748,3069	1,1,1,1	310,309,308,311		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1283
group_533,group_535,group_534,group_537,group_536		hypothetical protein,phoH-like protein,phoH-like protein,phoH-like protein,phoH-like protein	23,1,7,19,1	23,1,7,19,1	1,1,1,1,1	1,1,1,1,1	3002,2968,3001,2998,2999	99,99,99,99,99	1,3,4,2,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1284
group_562,group_560,group_561,group_559,group_558,group_557,group_556		branched-chain amino acid ABC transporter permease protein,branched-chain amino acid ABC transporter permease protein,branched-chain amino acid ABC transporter permease protein,branched-chain amino acid ABC transporter permease protein,branched-chain amino acid ABC transporter permease protein,ABC transporter ATPase subunit,ABC transporter ATPase subunit	20,3,1,1,1,2,23	20,3,1,1,1,2,23	1,1,1,1,1,1,1	1,1,1,1,1,1,1	961,962,904,907,905,906,960	102,102,102,102,102,102,102	4,1,5,2,7,6,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1285
group_624,gatB	gatB	aspartyl/glutamyl(asn/Gln)-tRNA amidotransferase subunit B,aspartyl/glutamyl(asn/Gln)-tRNA amidotransferase subunit B	3,23	3,23	1,1	1,1	1049,1772	262,262	2,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1286
nspC_1,nspC		carboxynorspermidine decarboxylase,carboxynorspermidine decarboxylase	10,23	10,23	1,1	1,1	737,736	55,55	2,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1287
dacA,dacA_2		D-alanyl-D-alanine carboxypeptidase,D-alanyl-D-alanine carboxypeptidase	23,4	23,4	1,1	1,1	61,60	48,48	5,3		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1288
queA,group_765,queA_1	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,S-adenosylmethionine:tRNA ribosyltransferase-isomerase	23,3,1	23,3,1	1,1,1	1,1,1	3487,3484,3483	51,51,51	8,2,9		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1289
nhaA,nhaA_3,nhaA_1		Na /H  antiporter NhaA,Na /H  antiporter NhaA,Na /H  antiporter NhaA	23,1,5	23,1,5	1,1,1	1,1,1	991,896,897	170,170,170	2,1,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1290
group_782,group_783,group_780,group_781		glycerophosphoryl diester phosphodiesterase,glycerophosphoryl diester phosphodiesterase,glycerophosphoryl diester phosphodiesterase,glycerophosphoryl diester phosphodiesterase	2,5,23,1	2,5,23,1	1,1,1,1	1,1,1,1	2352,2351,2350,2349	137,137,137,137	1,4,3,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1291
group_820,group_818,group_819		biotin/lipoate A/B protein ligase,biotin/lipoate A/B protein ligase,biotin/lipoate A/B protein ligase	5,23,1	5,23,1	1,1,1	1,1,1	3184,3186,3178	156,156,156	1,3,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1292
proC,group_891	proC	pyrroline-5-carboxylate reductase,pyrroline-5-carboxylate reductase	23,3	23,3	1,1	1,1	1747,1745	84,84	2,5		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1293
group_898,group_899		putative membrane protein,putative membrane protein	23,4	23,4	1,1	1,1	1766,1761	57,57	6,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1294
group_908,group_909		hypothetical protein,hypothetical protein	23,4	23,4	1,1	1,1	1897,1034	88,88	2,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1295
group_913,group_915,group_914		hypothetical protein,hypothetical protein,hypothetical protein	4,1,23	4,1,23	1,1,1	1,1,1	1032,1031,1904	178,178,178	2,1,3		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1296
group_948,group_949		hypothetical protein,hypothetical protein	23,6	23,6	1,1	1,1	1326,1325	77,77	3,2		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1297
group_953,group_952		U32 family peptidase,U32 family peptidase	3,23	3,23	1,1	1,1	1312,1315	29,29	10,7		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1298
cobA_3,group_1015,cobA	cobA	uroporphyrin-III C-methyltransferase,uroporphyrin-III C-methyltransferase,uroporphyrin-III C-methyltransferase	1,3,22	1,3,22	1,1,1	1,1,1	295,296,294	1,1,1	664,665,666		1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1299
group_1058,cas1	cas1	CRISPR-associated protein Cas1,CRISPR-associated protein Cas1	5,22	5,22	1,1	1,1	2327,2329	15,15	12,10		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1300
pyrB_1,pyrB		aspartate carbamoyltransferase,aspartate carbamoyltransferase	8,22	8,22	1,1	1,1	1381,1517	64,64	3,4		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1301
group_1119,group_1121,group_1120		putative ABC transporter permease protein YjgP/YjgQ,putative ABC transporter permease protein YjgP/YjgQ,putative ABC transporter permease protein YjgP/YjgQ	22,2,3	22,2,3	1,1,1	1,1,1	2526,2524,2430	11,11,11	10,8,13		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1302
tilS_1,tilS,group_1147	tilS	tRNA-lysidine synthetase,tRNA-lysidine synthetase,tRNA-lysidine synthetase	5,22,2	5,22,2	1,1,1	1,1,1	1746,1744,1054	84,84,84	4,3,1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1303
group_1166,nqrC_1,nqrC	nqrC	NADH:ubiquinone oxidoreductase Na( )-translocating subunit C,NADH:ubiquinone oxidoreductase Na( )-translocating subunit C,NADH:ubiquinone oxidoreductase Na( )-translocating subunit C	5,1,22	5,1,22	1,1,1	1,1,1	1914,1022,1917	10,10,10	7,9,10		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	cluster_1304
